,date,stage_code,event_code,event_name,event_stage,stage,stage_status,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,qualification_mark,start_order,bib
2935,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1977899,VOGG Felix,Person,SUI,Switzerland,,4.00,POINTS,,Q,56,53
2936,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1946438,TOMOTO Kazuma,Person,JPN,Japan,,0.00,POINTS,,Q,38,60
2937,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1939472,PRICE Tim,Person,NZL,New Zealand,,0.00,POINTS,,Q,53,59
2938,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1899847,LANDOIS Stephane,Person,FRA,France,,4.40,POINTS,,Q,57,39
2939,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1976843,BOONZAAIJER Janneke,Person,NED,Netherlands,,0.00,POINTS,,Q,49,14
2940,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1914923,KRAJEWSKI Julia,Person,GER,Germany,,0.40,POINTS,,Q,29,1
2941,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1951844,MARTIN Boyd,Person,USA,United States,,0.00,POINTS,,Q,51,54
2942,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1891514,ANDERSEN Frida,Person,SWE,Sweden,,0.00,POINTS,,Q,52,32
2943,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1899846,LAGHOUAG Karim Florent,Person,FRA,France,,4.00,POINTS,,Q,41,15
2944,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1951829,HALLIDAY Elisabeth,Person,USA,United States,,0.80,POINTS,,Q,35,30
2945,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1939479,JOHNSTONE Clarke,Person,NZL,New Zealand,,4.40,POINTS,,Q,37,35
2946,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1903176,de LIEDEKERKE - MEIER Lara,Person,BEL,Belgium,,4.40,POINTS,,Q,55,64
2947,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1903178,DONCKERS Karin,Person,BEL,Belgium,,4.00,POINTS,,Q,39,16
2948,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1916976,BERTOLI Evelina,Person,ITA,Italy,,5.20,POINTS,,Q,46,37
2949,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1899866,TOUZAINT Nicolas,Person,FRA,France,,8.00,POINTS,,Q,25,63
2950,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1563914,O'CONNOR Austin,Person,IRL,Ireland,,8.00,POINTS,,Q,50,52
2951,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1940467,ROSE Shane,Person,AUS,Australia,,4.40,POINTS,,Q,28,2
2952,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1970892,CANTER Rosalind,Person,GBR,Great Britain,,4.00,POINTS,,Q,26,57
2953,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1891523,ROMEIKE Louise,Person,SWE,Sweden,,5.60,POINTS,,Q,36,56
2954,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1927679,HUA TIAN Alex,Person,CHN,China,,1.60,POINTS,,Q,10,43
2955,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1976863,KOOREMANS Raf,Person,NED,Netherlands,,12.80,POINTS,,,33,62
2956,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1968112,MAMPRIN LOSANO Rafael,Person,BRA,Brazil,,5.20,POINTS,,,47,34
2957,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1903180,MAGNUS Tine,Person,BEL,Belgium,,4.00,POINTS,,,23,40
2958,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1977663,JOHNER Melody,Person,SUI,Switzerland,,8.80,POINTS,,,24,5
2959,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1976544,GODEL Robin,Person,SUI,Switzerland,,13.20,POINTS,,,40,29
2960,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,2779021,BERRY Susannah,Person,IRL,Ireland,,4.00,POINTS,,,34,28
2961,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1974890,SLEZAK Karl,Person,CAN,Canada,,12.00,POINTS,,,48,27
2962,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1891524,SJOBORG Sofia,Person,SWE,Sweden,,4.80,POINTS,,,20,8
2963,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1878976,AMBROS Harald,Person,AUT,Austria,,10.00,POINTS,,,9,46
2964,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1974900,WINTER Michael,Person,CAN,Canada,,4.00,POINTS,,,32,3
2965,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1909054,MANNINEN Veera,Person,FIN,Finland,,1.20,POINTS,,,8,22
2966,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1951845,PAMUKCU Caroline,Person,USA,United States,,4.40,POINTS,,,19,6
2967,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1974855,PHOENIX Jessica,Person,CAN,Canada,,0.00,POINTS,,,16,51
2968,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1937636,KORYCKA Malgorzata,Person,POL,Poland,,10.00,POINTS,,,43,7
2969,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1939477,PRICE Jonelle,Person,NZL,New Zealand,,12.00,POINTS,,,21,11
2970,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1956174,KAIZINGER Balazs,Person,HUN,Hungary,,10.00,POINTS,,,6,18
2971,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1892360,FLARUP Peter T.,Person,DEN,Denmark,,9.60,POINTS,,,5,23
2972,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1957927,PETERNELL Alexander,Person,RSA,South Africa,,5.60,POINTS,,,3,42
2973,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1968102,CARVALHO JORGE Marcio,Person,BRA,Brazil,,4.00,POINTS,,,31,58
2974,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1562276,SLAOUI Noor,Person,MAR,Morocco,,20.80,POINTS,,,7,45
2975,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1916988,UGOLOTTI Giovanni,Person,ITA,Italy,,22.00,POINTS,,,30,61
2976,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1976860,de JONG Sanne,Person,NED,Netherlands,,5.20,POINTS,,,17,38
2977,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1937644,POWALA Robert,Person,POL,Poland,,1.60,POINTS,,,27,55
2978,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1965387,BENITEZ VALLE Esteban,Person,ESP,Spain,,29.20,POINTS,,,4,24
2979,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1956668,TRUNDA Miroslav,Person,CZE,Czechia,,30.00,POINTS,,,1,19
2980,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1973925,WETTSTEIN Nicolas,Person,ECU,Ecuador,,50.80,POINTS,,,2,48
2981,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1914927,WAHLER Christoph,Person,GER,Germany,,0.00,POINTS,,,13,25
2982,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1937640,KNAP Wiktoria,Person,POL,Poland,,22.80,POINTS,,,11,78
2983,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1940468,LOWINGS Shenae,Person,AUS,Australia,,9.20,POINTS,,,12,66
2984,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1916985,SANDEI Pietro,Person,ITA,Italy,,8.40,POINTS,,,14,74
2985,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1968116,FONSECA Ruy,Person,BRA,Brazil,,8.00,POINTS,,,15,68
2986,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1555109,CLARK Aoife,Person,IRL,Ireland,,4.00,POINTS,,,18,73
2987,2024-07-29T13:50:43+02:00,EQUOEVENINDV----------JUMP000200--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Qualifier,Jumping Qualifier,FINISHED,O,Equestrian,EQU,Château de Versailles,1946428,TANAKA Toshiyuki,Person,JPN,Japan,,1.60,POINTS,,,22,75
7439,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1914921,JUNG Michael,Person,GER,Germany,,0.00,POINTS,,,25,49
7440,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1940438,BURTON Christopher,Person,AUS,Australia,,0.00,POINTS,,,24,50
7441,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1970898,COLLETT Laura,Person,GBR,Great Britain,,0.00,POINTS,,,23,33
7442,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1970917,McEWEN Tom,Person,GBR,Great Britain,,0.00,POINTS,,,22,9
7443,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1946438,TOMOTO Kazuma,Person,JPN,Japan,,0.00,POINTS,,,19,60
7444,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1939472,PRICE Tim,Person,NZL,New Zealand,,0.00,POINTS,,,18,59
7445,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1946434,OIWA Yoshiaki,Person,JPN,Japan,,4.40,POINTS,,,21,36
7446,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1977899,VOGG Felix,Person,SUI,Switzerland,,4.40,POINTS,,,20,53
7447,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1976843,BOONZAAIJER Janneke,Person,NED,Netherlands,,0.00,POINTS,,,16,14
7448,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1951844,MARTIN Boyd,Person,USA,United States,,0.00,POINTS,,,15,54
7449,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1914923,KRAJEWSKI Julia,Person,GER,Germany,,0.00,POINTS,,,14,1
7450,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1891514,ANDERSEN Frida,Person,SWE,Sweden,,0.00,POINTS,,,13,32
7451,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1903176,de LIEDEKERKE - MEIER Lara,Person,BEL,Belgium,,0.00,POINTS,,,9,64
7452,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1899847,LANDOIS Stephane,Person,FRA,France,,4.00,POINTS,,,17,39
7453,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1899846,LAGHOUAG Karim Florent,Person,FRA,France,,4.00,POINTS,,,12,15
7454,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1903178,DONCKERS Karin,Person,BEL,Belgium,,0.40,POINTS,,,8,16
7455,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1563914,O'CONNOR Austin,Person,IRL,Ireland,,0.00,POINTS,,,5,52
7456,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1939479,JOHNSTONE Clarke,Person,NZL,New Zealand,,4.80,POINTS,,,10,35
7457,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1951829,HALLIDAY Elisabeth,Person,USA,United States,,5.20,POINTS,,,11,30
7458,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1940467,ROSE Shane,Person,AUS,Australia,,0.00,POINTS,,,4,2
7459,2024-07-29T15:58:57+02:00,EQUOEVENINDV----------JUMP000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Jumping Final,Jumping - Individual Final,FINISHED,O,Equestrian,EQU,Château de Versailles,1970892,CANTER Rosalind,Person,GBR,Great Britain,,0.00,POINTS,,,3,57
